# Time-averaged data for fix 2
# TimeStep c_thermo_temp c_thermo_pe c_thermo_press v_myVol v_myCella v_myCellb v_myCellc v_myCellgamma
0 121.504 -312106 182.011 162699 72.2121 72.2121 36.0276 120
100 118.16 -312117 -591.994 162694 72.2113 72.2113 36.0272 120
200 121.555 -312118 573.415 162704 72.2127 72.2127 36.0279 120
300 126.602 -312108 922.201 162760 72.221 72.221 36.0321 120
400 130.416 -312103 -40.4053 162849 72.2343 72.2343 36.0387 120
500 129.769 -312112 -110.297 162882 72.2391 72.2391 36.0411 120
600 123.817 -312123 303.987 162889 72.2401 72.2401 36.0416 120
700 120.862 -312132 -640.132 162888 72.24 72.24 36.0415 120
800 120.59 -312134 -315.264 162871 72.2374 72.2374 36.0403 120
900 124.128 -312129 -107.52 162874 72.2378 72.2378 36.0405 120
1000 128.798 -312123 579.268 162892 72.2406 72.2406 36.0419 120
1100 127.594 -312117 65.7738 162933 72.2467 72.2467 36.0449 120
1200 125.934 -312126 -326.164 162955 72.2499 72.2499 36.0465 120
1300 123.755 -312137 181.265 162966 72.2515 72.2515 36.0473 120
1400 121.073 -312137 -126.528 162965 72.2513 72.2513 36.0472 120
1500 123.556 -312135 -19.4086 162945 72.2484 72.2484 36.0457 120
1600 126.869 -312128 73.0016 162963 72.251 72.251 36.047 120
1700 128.723 -312126 67.175 163022 72.2598 72.2598 36.0514 120
1800 127.411 -312131 255.989 163064 72.266 72.266 36.0545 120
1900 123.811 -312137 -89.8986 163069 72.2668 72.2668 36.0549 120
2000 122.572 -312142 267.482 163034 72.2615 72.2615 36.0523 120
2100 122.778 -312139 568.56 163007 72.2576 72.2576 36.0503 120
2200 125.196 -312134 143.579 163017 72.2591 72.2591 36.0511 120
2300 127.31 -312130 -314.039 163020 72.2595 72.2595 36.0513 120
2400 125.859 -312129 -82.7873 163021 72.2597 72.2597 36.0514 120
2500 125.759 -312138 841.648 163015 72.2587 72.2587 36.0509 120
2600 122.986 -312141 68.1487 163041 72.2626 72.2626 36.0528 120
2700 122.236 -312140 -176.205 163055 72.2647 72.2647 36.0539 120
2800 124.661 -312137 735.29 163019 72.2594 72.2594 36.0512 120
2900 127.891 -312134 834.117 163038 72.2622 72.2622 36.0526 120
3000 127.481 -312131 -496.363 163076 72.2677 72.2677 36.0554 120
3100 125.348 -312134 879.433 163072 72.2671 72.2671 36.0551 120
3200 123.248 -312139 -75.7949 163074 72.2675 72.2675 36.0553 120
3300 122.619 -312142 -883.985 163076 72.2677 72.2677 36.0554 120
3400 123.701 -312139 -35.0792 163056 72.2647 72.2647 36.0539 120
3500 125.493 -312135 221.28 163049 72.2637 72.2637 36.0534 120
3600 126.086 -312134 344.716 163079 72.2681 72.2681 36.0556 120
3700 126.214 -312137 -748.012 163111 72.2729 72.2729 36.058 120
3800 124.822 -312141 178.086 163093 72.2703 72.2703 36.0567 120
3900 122.718 -312142 -505.573 163076 72.2678 72.2678 36.0554 120
4000 123.248 -312141 522.308 163047 72.2635 72.2635 36.0533 120
4100 125.66 -312139 488.912 163078 72.268 72.268 36.0555 120
4200 128.308 -312140 -606.644 163123 72.2747 72.2747 36.0589 120
4300 126.219 -312138 -8.06349 163115 72.2735 72.2735 36.0583 120
4400 124.863 -312141 -199.422 163099 72.2712 72.2712 36.0571 120
4500 123.731 -312146 -512.961 163076 72.2678 72.2678 36.0554 120
4600 123.686 -312146 860.595 163048 72.2636 72.2636 36.0533 120
4700 125.151 -312143 92.4057 163090 72.2698 72.2698 36.0564 120
4800 126.375 -312141 -248.23 163127 72.2753 72.2753 36.0591 120
4900 125.549 -312138 -75.5109 163133 72.2761 72.2761 36.0596 120
5000 125.844 -312143 -233.114 163103 72.2718 72.2718 36.0574 120
5100 125.115 -312146 512.019 163076 72.2677 72.2677 36.0554 120
5200 123.528 -312147 585.386 163069 72.2667 72.2667 36.0549 120
5300 124.445 -312145 72.7926 163079 72.2682 72.2682 36.0556 120
5400 125.938 -312143 573.38 163107 72.2724 72.2724 36.0577 120
5500 127.439 -312143 -401.996 163135 72.2764 72.2764 36.0597 120
5600 126.155 -312142 -728.107 163144 72.2778 72.2778 36.0604 120
5700 125.156 -312145 109.338 163118 72.274 72.274 36.0585 120
5800 124.271 -312146 264.534 163091 72.27 72.27 36.0565 120
5900 124.072 -312145 101.62 163094 72.2704 72.2704 36.0567 120
6000 124.893 -312143 295.152 163114 72.2734 72.2734 36.0582 120
6100 126.8 -312142 251.234 163122 72.2746 72.2746 36.0588 120
6200 125.701 -312141 -136.035 163122 72.2746 72.2746 36.0588 120
6300 124.767 -312142 -396.105 163136 72.2766 72.2766 36.0598 120
6400 124.688 -312146 324.693 163131 72.2759 72.2759 36.0595 120
6500 124.836 -312148 -544.363 163127 72.2753 72.2753 36.0592 120
6600 124.41 -312145 389.175 163106 72.2721 72.2721 36.0576 120
6700 125.313 -312142 325.873 163097 72.2708 72.2708 36.0569 120
6800 125.898 -312142 479.421 163097 72.2709 72.2709 36.0569 120
6900 124.588 -312140 -8.9436 163128 72.2755 72.2755 36.0593 120
7000 124.894 -312145 -728.61 163167 72.2813 72.2813 36.0621 120
7100 125.364 -312148 -78.4175 163161 72.2803 72.2803 36.0616 120
7200 125.09 -312147 -329.992 163143 72.2777 72.2777 36.0603 120
7300 123.84 -312142 296.121 163105 72.2721 72.2721 36.0575 120
7400 124.429 -312140 -369.228 163114 72.2734 72.2734 36.0582 120
7500 125.834 -312142 53.5221 163132 72.2761 72.2761 36.0595 120
7600 125.08 -312143 -416.512 163150 72.2786 72.2786 36.0608 120
7700 125.265 -312147 183.587 163138 72.2769 72.2769 36.06 120
7800 123.524 -312146 -31.6003 163133 72.2762 72.2762 36.0596 120
7900 124.209 -312145 -373.379 163126 72.2751 72.2751 36.0591 120
8000 125.699 -312145 636.107 163103 72.2717 72.2717 36.0574 120
8100 125.971 -312142 637.323 163107 72.2723 72.2723 36.0577 120
8200 124.879 -312140 391.465 163126 72.2751 72.2751 36.0591 120
8300 123.866 -312143 -629.869 163158 72.2799 72.2799 36.0614 120
8400 124.716 -312149 -341.96 163156 72.2796 72.2796 36.0613 120
8500 123.206 -312147 608.477 163113 72.2732 72.2732 36.0581 120
8600 124.318 -312145 487.857 163094 72.2704 72.2704 36.0567 120
8700 125.111 -312143 176.66 163115 72.2736 72.2736 36.0583 120
8800 125.849 -312142 -138.54 163147 72.2783 72.2783 36.0607 120
