# Time-averaged data for fix 2
# TimeStep c_thermo_temp c_thermo_pe c_thermo_press v_myVol v_myCella v_myCellb v_myCellc v_myCellgamma c_thermo_press[1] c_thermo_press[2] c_thermo_press[3] c_thermo_press[4] c_thermo_press[5] c_thermo_press[6]
0 153.323 -311672 397.25 163801 73.2217 72.9974 35.3867 120 371.57 97.8771 722.304 -854.202 -132.04 1462.89
50 152.077 -311668 896.057 163790 73.2164 72.9958 35.3875 120 1036.17 731.686 920.31 -1470.81 -1550.28 475.862
100 152.976 -311671 279.587 163791 73.2139 72.9959 35.389 120 511.653 493.376 -166.268 -883.273 -1604.85 1251.69
150 152.926 -311671 430.883 163806 73.2146 72.9975 35.3911 120 857.697 -152.344 587.295 -631.708 -1491.23 570.255
200 151.792 -311671 -263.272 163836 73.2188 73.0002 35.3943 120 -358.177 -418.94 -12.6995 -994.533 -1435.6 946.729
250 151.808 -311671 203.62 163867 73.2227 73.0029 35.3977 120 780.732 -76.5449 -93.3267 -1097.4 -1375.46 670.475
300 151.758 -311673 -456.39 163894 73.2268 73.0051 35.4005 120 -254.064 -109.829 -1005.28 -1287.76 -1193.28 1042.18
350 152.283 -311674 -845.567 163912 73.2303 73.0065 35.402 120 -827.655 -204.401 -1504.64 -1397.03 -1505.99 484.73
400 151.579 -311673 -1028.71 163914 73.233 73.0059 35.4015 120 -416.09 -903.398 -1766.65 -1571.07 -1275.54 1291.17
450 153.127 -311676 -730.39 163899 73.2343 73.0027 35.399 120 -842.244 -766.864 -582.063 -670.485 -1105.66 706.043
500 150.663 -311670 253.069 163867 73.2327 72.9973 35.3957 120 -77.0483 705.581 130.675 -810.195 -1194.6 1082.8
550 151.65 -311670 -334.801 163833 73.2304 72.9916 35.3921 120 6.82656 -613.269 -397.962 -1462.47 -1033.43 794.131
600 151.624 -311669 1244.52 163791 73.2279 72.9841 35.3879 120 798.837 1119.7 1815.01 -924.435 -1005.22 1084.27
