# Time-averaged data for fix 2
# TimeStep c_thermo_temp c_thermo_pe c_thermo_press v_myVol v_myCella v_myCellb v_myCellc v_myCellgamma c_thermo_press[1] c_thermo_press[2] c_thermo_press[3] c_thermo_press[4] c_thermo_press[5] c_thermo_press[6]
0 48.7138 -311831 0.134605 163260 72.9431 73.0075 35.3995 120 57.7352 -14.989 -42.3424 436.645 -253.936 2098.66
50 48.4675 -311829 303.732 163267 72.9497 73.0052 35.399 120 -117.265 702.468 325.993 511.49 -206.136 2200.57
100 48.9159 -311829 -412.316 163290 72.9555 73.0068 35.4003 120 -545.894 -554.023 -137.032 820.274 -269.642 1996.14
150 48.5798 -311829 -15.0433 163291 72.9574 73.0044 35.4007 120 112.239 -467.264 309.895 177.582 -52.4254 2361.1
200 48.6896 -311829 295.297 163290 72.9583 73.0009 35.4019 120 -126.602 671.128 341.364 566.63 -132.08 1998.53
250 48.1316 -311829 -247.707 163296 72.9583 73.0017 35.4028 120 -499.747 325.508 -568.883 483.293 -52.6584 2288.17
300 47.4669 -311830 -313.468 163292 72.9565 73.0052 35.4012 120 -285.602 -260.117 -394.683 511.724 -359.123 2190.22
350 47.5771 -311831 -31.6336 163282 72.9538 73.0084 35.3987 120 -153.981 -249.784 308.864 161.586 -303.594 2109.18
400 47.4059 -311832 -89.2422 163271 72.9497 73.0091 35.3979 120 37.9306 -100.304 -205.353 996.523 -386.542 2080.6
450 47.3468 -311831 160.368 163257 72.9473 73.0067 35.3973 120 566.845 -121.459 35.7189 531.817 -331.11 1759.55
500 47.7741 -311831 -47.3541 163258 72.9499 73.0031 35.3979 120 -461.077 145.729 173.286 244.26 -331.054 1895.16
550 47.9603 -311831 42.342 163271 72.9525 73.0022 35.4 120 155.771 33.9156 -62.661 293.526 7.71009 2199.82
600 48.1411 -311830 -15.6356 163287 72.9564 73.0018 35.4017 120 -174.368 217.283 -89.8216 369.371 -61.5479 2089.7
650 47.961 -311828 -30.0078 163298 72.9582 73.0023 35.4029 120 -64.2494 -12.8312 -12.9428 388.721 365.604 2516.08
700 48.4737 -311828 -51.0603 163306 72.9583 73.0028 35.4044 120 -312.577 17.1575 142.239 413.953 -292.519 2275.69
750 48.7174 -311829 -201.226 163305 72.9544 73.0027 35.4061 120 59.2121 -168.746 -494.144 280.789 -223.864 2506.72
800 48.5132 -311828 195.577 163285 72.9502 72.9991 35.4056 120 275.139 336.873 -25.2802 480.98 -109.95 2000.51
850 48.2493 -311829 53.7127 163261 72.947 72.9956 35.4035 120 134.089 183.432 -156.383 556.936 -34.4966 2205.53
900 47.8968 -311830 625.857 163241 72.943 72.9964 35.4007 120 493.052 716.408 668.11 308.678 -110.699 2013.34
950 47.7372 -311831 395.906 163251 72.9413 73.0039 35.4002 120 370.365 395.438 421.913 320.495 -33.9075 2183.04
1000 47.4368 -311831 -75.3831 163277 72.9421 73.0123 35.4013 120 -19.1256 -474.907 267.883 320.074 -211.484 2135.68
1050 47.277 -311831 -39.6286 163298 72.9433 73.0167 35.4032 120 651.769 -230.246 -540.409 792.352 -150.771 2270.9
1100 46.8711 -311830 -163.902 163316 72.9493 73.0187 35.4032 120 91.6634 -531.584 -51.7844 746.001 -117.162 2011.01
1150 47.6658 -311831 -358.375 163318 72.9542 73.0157 35.4026 120 -469.865 -478.692 -126.567 438.78 -86.6194 2297.93
1200 48.1734 -311831 108.18 163286 72.9531 73.0071 35.4005 120 223.274 -3.4258 104.692 430.431 -62.8224 1693.12
1250 48.6691 -311831 443.508 163254 72.952 72.9981 35.3986 120 222.212 335.015 773.296 371.879 95.8172 2318.65
1300 48.2087 -311828 128.867 163250 72.9526 72.9944 35.3992 120 -257.431 685.332 -41.3021 780.122 47.7331 2084.19
1350 48.7962 -311829 431.574 163268 72.9531 72.998 35.401 120 194.042 548.458 552.221 457.504 92.9354 2374.5
1400 48.8619 -311829 -296.911 163309 72.9559 73.0063 35.4045 120 -467.326 -275.236 -148.172 243.108 -323.279 2043.85
1450 48.7339 -311829 -640.461 163327 72.9543 73.0107 35.4071 120 -580.933 -578.353 -762.098 551.592 100.876 2347.27
1500 48.345 -311830 -240.244 163307 72.947 73.0096 35.4069 120 -19.66 -387.504 -313.567 671.257 -228.352 2245.89
1550 47.7582 -311830 -74.2898 163278 72.9423 73.0047 35.4052 120 437.584 -365.171 -295.282 398.005 -126.201 2109.76
1600 47.2816 -311831 -126.625 163247 72.9417 72.9973 35.4023 120 123.81 268.573 -772.258 437.01 151.166 2103.2
1650 47.0169 -311831 608.728 163221 72.9433 72.9938 35.3977 120 346.132 623.419 856.632 574.594 -317.657 1862.95
1700 46.9299 -311831 295.689 163240 72.9493 72.9984 35.3965 120 -15.6048 368.648 534.023 399.596 42.7031 2313.5
1750 47.8877 -311832 -18.9125 163289 72.9568 73.009 35.3984 120 76.6904 -199.363 65.9351 538.423 -663.118 2232.89
1800 48.1442 -311831 -579.549 163335 72.9627 73.0176 35.4014 120 -630.648 -564.2 -543.8 493.115 -110.614 1883.35
1850 48.045 -311830 -139.211 163344 72.9625 73.0195 35.4025 120 -522.334 50.637 54.0652 97.5876 -78.4182 2037.22
1900 48.5163 -311829 -538.601 163328 72.9573 73.0181 35.4022 120 -355.501 -613.041 -647.26 441.071 -120.348 1741.21
1950 48.8834 -311830 37.2758 163285 72.9503 73.0106 35.4 120 154.651 -110.052 67.228 521.598 263.348 2473.62
2000 49.0285 -311829 345.416 163245 72.9452 73.0006 35.3986 120 353.311 97.8469 585.089 338.522 -464.092 1846.66
2050 48.5216 -311829 399.759 163234 72.9435 72.9934 35.4005 120 633.591 527.202 38.4832 236.583 -167.033 2283.31
2100 48.2104 -311829 271.305 163260 72.9477 72.9937 35.4039 120 553.366 106.032 154.519 252.581 -99.267 1908.53
2150 48.1533 -311830 -593.578 163298 72.9552 72.9978 35.4066 120 -909.616 114.89 -986.007 679.158 18.8238 1913.07
2200 47.7544 -311830 -396.148 163318 72.9577 73.0043 35.4066 120 -684.831 -318.12 -185.492 43.2163 38.1466 2273.86
2250 47.8295 -311831 -622.262 163312 72.955 73.0069 35.4052 120 -526.339 -414.033 -926.414 -63.9152 -345.252 2014.03
2300 47.496 -311831 153.895 163276 72.9487 73.0056 35.4012 120 462.217 -272.948 272.415 682.337 -219.938 2294.67
2350 47.2859 -311831 398.834 163254 72.9465 73.0035 35.3985 120 326.439 334.098 535.965 674.484 -131.372 1612.95
2400 47.4981 -311831 169.533 163268 72.9503 73.0043 35.3992 120 91.0385 139.465 278.095 427.422 -178.024 2281.07
2450 47.8696 -311830 -323.676 163300 72.956 73.0074 35.4019 120 -442.956 -333.187 -194.885 318.858 7.24735 2176.27
2500 48.0558 -311829 44.2762 163317 72.959 73.0089 35.4035 120 -1.23077 -94.3799 228.439 381.55 -447.155 2099.9
2550 48.6553 -311829 -137.186 163329 72.9619 73.0083 35.405 120 284.651 -124.541 -571.67 558.434 -319.182 2284.29
2600 48.1243 -311827 22.8255 163325 72.9645 73.0052 35.4044 120 -385.01 126.49 326.997 593.154 82.5667 2351.1
2650 48.6896 -311829 7.25469 163315 72.9635 73.003 35.4037 120 -157.12 31.0784 147.806 292.004 152.243 2004.87
2700 48.5587 -311829 -296.572 163297 72.9601 73.0006 35.4027 120 -317.45 -87.0159 -485.25 552.015 111.674 1938.5
