# Time-averaged data for fix 2
# TimeStep c_thermo_temp c_thermo_pe c_thermo_press v_myVol v_myCella v_myCellb v_myCellc v_myCellgamma c_thermo_press[1] c_thermo_press[2] c_thermo_press[3] c_thermo_press[4] c_thermo_press[5] c_thermo_press[6]
0 147.194 -311670 707.279 163821 73.2463 72.9745 35.3901 120 285.502 562.651 1273.68 -1696.18 -681.171 -1901.71
50 148.241 -311671 -254.282 163830 73.2487 72.9738 35.3912 120 -479.507 -109.992 -173.346 -2056.82 -626.318 -1197.63
100 148.56 -311671 737.851 163842 73.2502 72.974 35.393 120 -329.897 742.125 1801.32 -1781.27 -713.336 -1776.1
150 148.288 -311672 -498.772 163860 73.2498 72.9752 35.3965 120 -806.303 128.452 -818.466 -1537.19 -440.772 -1125.05
200 147.788 -311672 -263.089 163869 73.2471 72.9762 35.3992 120 -732.996 -610.36 554.09 -1676.38 -1026.31 -1461.57
250 146.488 -311671 -308.707 163872 73.2428 72.9753 35.4024 120 -362.944 128.768 -691.945 -1100.26 -397.416 -1284.59
300 146.626 -311673 -155.833 163871 73.2375 72.9748 35.4051 120 -221.518 99.1609 -345.143 -1667.04 -819.126 -1722.32
350 146.884 -311675 -345.083 163865 73.232 72.9739 35.4069 120 -247.549 -333.053 -454.648 -1014.42 -860.996 -1359.05
400 144.84 -311672 55.3699 163855 73.2267 72.9726 35.4078 120 3.38883 466.609 -303.888 -1145.17 -1132.95 -1153.59
450 146.031 -311674 350.829 163842 73.2216 72.9718 35.4079 120 329.406 678.919 44.1633 -1292.17 -365.56 -974.33
500 146.446 -311673 -181.331 163830 73.217 72.9719 35.4075 120 557.039 -657.453 -443.578 -1197.62 -1183.33 -1426.49
550 146.88 -311673 -214.868 163815 73.2134 72.9708 35.4066 120 345.634 243.578 -1233.82 -1221.19 -1065.76 -909.94
600 146.852 -311671 823.249 163796 73.2108 72.9691 35.4045 120 820.835 1415.41 233.498 -1426.76 -1357.43 -1168.81
650 148.137 -311672 713.911 163787 73.2109 72.97 35.4022 120 1195.79 538.481 407.458 -1187.58 -605.879 -1563.04
700 147.791 -311671 -61.0698 163796 73.2147 72.9733 35.4005 120 391.533 -63.4997 -511.243 -1109 -1746.57 -1174.99
750 146.429 -311669 -52.1282 163812 73.2211 72.9769 35.3992 120 -188.82 164.131 -131.696 -2002.56 -917.029 -1404.97
800 147.341 -311672 574.982 163837 73.2293 72.9817 35.3983 120 343.279 363.103 1018.56 -1096.53 -577.039 -1191.03
850 148.143 -311675 131.814 163871 73.2377 72.988 35.3986 120 232.526 -221.701 384.619 -1405.75 -957.231 -1445.74
900 146.957 -311674 -766.565 163906 73.246 72.9939 35.3991 120 -509.874 -449.455 -1340.37 -1474.66 -694.709 -893.815
