# Time-averaged data for fix 2
# TimeStep c_thermo_temp c_thermo_pe c_thermo_press v_myVol v_myCella v_myCellb v_myCellc v_myCellgamma c_thermo_press[1] c_thermo_press[2] c_thermo_press[3] c_thermo_press[4] c_thermo_press[5] c_thermo_press[6]
0 38.9493 -311852 -157.076 163232 72.9124 73.0468 35.3894 120 230.732 -395.072 -306.887 826.668 -1473.31 1482.74
50 39.2554 -311852 -741.123 163223 72.9117 73.0458 35.3881 120 -363.732 -879.82 -979.818 750.383 -1694.8 1702.09
100 39.4765 -311852 208.516 163171 72.91 73.0351 35.3829 120 114.914 -35.4016 546.035 586.291 -1789.91 1270.07
150 39.511 -311851 1059.19 163143 72.9125 73.0252 35.3804 120 1120.12 1010.43 1047.03 402.428 -1523.3 1656.07
200 39.3712 -311851 157.22 163192 72.9253 73.0258 35.3845 120 127.136 8.81395 335.711 546.336 -1753.72 1060.46
250 39.3871 -311851 -279.132 163246 72.937 73.0282 35.3895 120 -445.977 -78.3868 -313.032 448.297 -1708.54 1577.29
300 39.235 -311852 -858.397 163263 72.9395 73.0288 35.3917 120 -834.802 -854.406 -885.982 253.719 -1988.93 1433.07
350 38.7518 -311852 116.295 163227 72.9327 73.0217 35.3905 120 -174.698 280.625 242.958 586.946 -1573.76 1223.41
400 38.7911 -311853 283.607 163192 72.9238 73.0166 35.3898 120 286.657 746.525 -182.361 198.022 -1834.92 1589
450 38.5018 -311853 397.008 163188 72.9206 73.0196 35.389 120 549.518 451.008 190.498 460.72 -1849.46 1330.36
500 38.5718 -311853 53.3449 163207 72.9238 73.0275 35.3877 120 236.812 36.7696 -113.547 737.103 -1912.28 1676.75
550 38.6916 -311853 -375.03 163213 72.9272 73.0326 35.3848 120 -445.533 -139.898 -539.66 223.196 -1782 1184.02
600 38.7739 -311853 1.14242 163197 72.9258 73.0358 35.3805 120 -185.389 118.279 70.5375 208.801 -1979.02 1247.92
650 38.8063 -311852 103.088 163187 72.9231 73.0392 35.3782 120 -96.2465 -253.708 659.217 506.017 -1461.05 1451.42
700 38.9469 -311852 89.8351 163192 72.9206 73.039 35.3805 120 -83.8704 57.3957 295.98 533.074 -2009.8 1276.33
750 39.5044 -311852 253.855 163213 72.9185 73.0396 35.3857 120 231.123 86.3409 444.1 139.554 -1662.51 1428.78
800 39.2941 -311851 -209.682 163236 72.9171 73.0405 35.391 120 440.164 -347.066 -722.144 478.582 -1970.57 1523.9
850 39.691 -311851 -182.104 163236 72.9188 73.0369 35.3919 120 -117.932 -222.168 -206.212 564.887 -1670.08 1235.43
900 39.1555 -311851 -70.1611 163220 72.9192 73.0317 35.3907 120 -64.4095 7.17394 -153.248 211.374 -2031.62 1241.57
950 39.0724 -311851 421.742 163199 72.9197 73.026 35.3887 120 590.572 222.318 452.337 170.655 -1793.52 1322.46
1000 39.2819 -311853 -85.8884 163201 72.9247 73.0221 35.3886 120 -140.631 21.0659 -138.1 624.709 -1797.58 1130.97
1050 38.8639 -311853 106.564 163210 72.9307 73.0208 35.3882 120 -130.04 342.833 106.899 518.141 -1701.67 1318.12
1100 38.4964 -311853 -190.994 163221 72.9347 73.0226 35.3878 120 -259.399 8.97741 -322.562 297.943 -1487.95 1056.64
1150 38.6931 -311854 -316.934 163215 72.9333 73.0252 35.3859 120 87.1175 -465.347 -572.571 525.474 -1553.47 1540.49
1200 38.1348 -311852 99.1971 163194 72.9297 73.0258 35.3828 120 -243.336 347.031 193.896 284.298 -1479.15 1154.99
1250 38.8673 -311853 390.319 163175 72.9231 73.0273 35.3811 120 -20.9516 592.47 599.437 250.559 -1551.64 1534.62
1300 39.0345 -311853 359.163 163182 72.9181 73.0323 35.3827 120 348.489 111.02 617.98 474.286 -1625.92 1164.4
1350 39.4653 -311852 159.924 163222 72.9189 73.0381 35.3882 120 396.704 -7.89382 90.9612 356.195 -1579.07 1448.3
1400 39.3524 -311851 -647.257 163262 72.9226 73.042 35.3933 120 -379.946 -416.389 -1145.44 384.003 -2002.2 1281.17
1450 39.3908 -311851 -370.126 163252 72.9237 73.0382 35.3923 120 -228.425 -555.393 -326.56 477.964 -2023.31 1552.96
1500 39.7105 -311851 88.3198 163209 72.9233 73.0262 35.3889 120 103.006 267.546 -105.593 447.422 -1826.32 1631.42
1550 39.3381 -311852 270.178 163178 72.9248 73.0168 35.3862 120 112.116 650.768 47.6509 334.175 -1878.11 1855.15
1600 38.8713 -311852 157.523 163174 72.9269 73.0156 35.3848 120 292.94 63.0545 116.576 546.441 -1709.93 1313.78
1650 39.096 -311853 211.377 163190 72.9307 73.0179 35.3853 120 -2.05836 180.608 455.58 477.477 -1455.34 1564.79
1700 38.5953 -311853 236.874 163222 72.9349 73.0215 35.3885 120 -11.1603 16.9045 704.878 591.028 -1745.23 1220.85
1750 38.5916 -311853 -496.753 163253 72.9366 73.0244 35.3931 120 -438.363 -192.245 -859.65 493.148 -1715.99 1364.87
1800 38.3617 -311853 29.9912 163248 72.9323 73.0264 35.3931 120 -27.3252 605.563 -488.264 376.16 -1892.49 1011.49
1850 38.537 -311853 397.446 163232 72.9265 73.0335 35.3889 120 774.407 -37.8075 455.737 128.723 -1841.7 1454.97
1900 38.8013 -311852 40.8376 163228 72.9257 73.0409 35.3849 120 241.182 -196.567 77.8972 668.27 -1848.44 1270.02
1950 39.1277 -311852 -1.98114 163223 72.9272 73.0427 35.3823 120 -241.413 -420.926 656.395 938.262 -1763 1527.68
2000 39.4833 -311852 127.718 163207 72.9253 73.0365 35.3825 120 -67.6617 179.745 271.07 271.222 -1585.59 1404.94
